"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"40103.6681309";"速度 (GPS)";"11.771999931335449";"km/h";"31.2462718";"121.3877022";
"40104.665748";"高度 (GPS)";"16.356932813303068";"m";"31.2462696";"121.3876653";
"40104.665748";"高度 (GPS)";"16.037930302028613";"m";"31.2462696";"121.3876653";
"40104.665748";"平均GPS速度";"7.1258101823916595";"km/h";"31.2462696";"121.3876653";
"40104.665748";"速度 (GPS)";"12.023999691009521";"km/h";"31.2462696";"121.3876653";
"40105.6654529";"高度 (GPS)";"16.037930302028613";"m";"31.2462686";"121.3876298";
"40105.6654529";"高度 (GPS)";"16.367886152766523";"m";"31.2462686";"121.3876298";
"40105.6654529";"平均GPS速度";"7.204316317842579";"km/h";"31.2462686";"121.3876298";
"40105.6654529";"速度 (GPS)";"11.771999931335449";"km/h";"31.2462686";"121.3876298";
"40106.6660782";"高度 (GPS)";"16.367886152766523";"m";"31.2462639";"121.3875911";
"40106.6660782";"高度 (GPS)";"16.4861575409709";"m";"31.2462639";"121.3875911";
"40106.6660782";"平均GPS速度";"7.31141559861572";"km/h";"31.2462639";"121.3875911";
"40106.6660782";"速度 (GPS)";"13.6439998626709";"km/h";"31.2462639";"121.3875911";
"40107.6708756";"高度 (GPS)";"16.4861575409709";"m";"31.2462584";"121.3875524";
"40107.6708756";"高度 (GPS)";"16.496589305811803";"m";"31.2462584";"121.3875524";
"40107.6708756";"平均GPS速度";"7.426079676783661";"km/h";"31.2462584";"121.3875524";
"40107.6708756";"速度 (GPS)";"14.292000102996827";"km/h";"31.2462584";"121.3875524";
"40108.671248";"高度 (GPS)";"16.496589305811803";"m";"31.2462527";"121.3875095";
"40108.671248";"高度 (GPS)";"16.507021083306988";"m";"31.2462527";"121.3875095";
"40108.671248";"平均GPS速度";"7.564940975918933";"km/h";"31.2462527";"121.3875095";
"40108.671248";"速度 (GPS)";"16.056000137329104";"km/h";"31.2462527";"121.3875095";
"40109.6758122";"高度 (GPS)";"16.507021083306988";"m";"31.2462445";"121.3874649";
"40109.6758122";"高度 (GPS)";"16.507021083306988";"m";"31.2462445";"121.3874649";
"40109.6758122";"平均GPS速度";"7.708545014036413";"km/h";"31.2462445";"121.3874649";
"40109.6758122";"速度 (GPS)";"16.596000480651856";"km/h";"31.2462445";"121.3874649";
"40110.6638935";"高度 (GPS)";"16.507021083306988";"m";"31.2462392";"121.3874248";
"40110.6638935";"高度 (GPS)";"16.475204201507445";"m";"31.2462392";"121.3874248";
"40110.6638935";"平均GPS速度";"7.799947576925834";"km/h";"31.2462392";"121.3874248";
"40110.6638935";"速度 (GPS)";"13.6439998626709";"km/h";"31.2462392";"121.3874248";
"40111.6656543";"高度 (GPS)";"16.475204201507445";"m";"31.2462368";"121.3873864";
"40111.6656543";"高度 (GPS)";"16.44338743741885";"m";"31.2462368";"121.3873864";
"40111.6656543";"平均GPS速度";"7.888678767390488";"km/h";"31.2462368";"121.3873864";
"40111.6656543";"速度 (GPS)";"13.57199993133545";"km/h";"31.2462368";"121.3873864";
"40112.6651948";"高度 (GPS)";"16.44338743741885";"m";"31.2462379";"121.3873488";
"40112.6651948";"高度 (GPS)";"16.472041988402836";"m";"31.2462379";"121.3873488";
"40112.6651948";"平均GPS速度";"7.972360314292711";"km/h";"31.2462379";"121.3873488";
"40112.6651948";"速度 (GPS)";"13.42800006866455";"km/h";"31.2462379";"121.3873488";
"40113.672729";"高度 (GPS)";"16.472041988402836";"m";"31.2462377";"121.3873145";
"40113.672729";"高度 (GPS)";"16.343734549227534";"m";"31.2462377";"121.3873145";
"40113.672729";"平均GPS速度";"8.019099329175015";"km/h";"31.2462377";"121.3873145";
"40113.672729";"速度 (GPS)";"11.087999725341797";"km/h";"31.2462377";"121.3873145";
"40114.6654124";"高度 (GPS)";"16.343734549227534";"m";"31.2462291";"121.3872876";
"40114.6654124";"高度 (GPS)";"16.12989307113309";"m";"31.2462291";"121.3872876";
"40114.6654124";"平均GPS速度";"8.032857746741497";"km/h";"31.2462291";"121.3872876";
"40114.6654124";"速度 (GPS)";"8.964000034332276";"km/h";"31.2462291";"121.3872876";
"40115.6682566";"高度 (GPS)";"16.12989307113309";"m";"31.246215";"121.3872689";
"40115.6682566";"高度 (GPS)";"16.012543300099416";"m";"31.246215";"121.3872689";
"40115.6682566";"平均GPS速度";"8.02182624644222";"km/h";"31.246215";"121.3872689";
"40115.6682566";"速度 (GPS)";"7.27199993133545";"km/h";"31.246215";"121.3872689";
"40116.6667894";"高度 (GPS)";"16.012543300099416";"m";"31.2461995";"121.3872557";
"40116.6667894";"高度 (GPS)";"16.117238501688604";"m";"31.2461995";"121.3872557";
"40116.6667894";"平均GPS速度";"8.006032467620685";"km/h";"31.2461995";"121.3872557";
"40116.6667894";"速度 (GPS)";"6.911999845504761";"km/h";"31.2461995";"121.3872557";
"40117.6656492";"高度 (GPS)";"16.117238501688604";"m";"31.2461781";"121.3872439";
"40117.6656492";"高度 (GPS)";"16.032547596849753";"m";"31.2461781";"121.3872439";
"40117.6656492";"平均GPS速度";"8.032110358976816";"km/h";"31.2461781";"121.3872439";
"40117.6656492";"速度 (GPS)";"9.864000034332276";"km/h";"31.2461781";"121.3872439";
"40118.6675402";"高度 (GPS)";"16.032547596849753";"m";"31.2461524";"121.3872345";
"40118.6675402";"高度 (GPS)";"16.095854991280355";"m";"31.2461524";"121.3872345";
"40118.6675402";"平均GPS速度";"8.070036993391776";"km/h";"31.2461524";"121.3872345";
"40118.6675402";"速度 (GPS)";"10.764000034332275";"km/h";"31.2461524";"121.3872345";
"40119.6674438";"高度 (GPS)";"16.095854991280355";"m";"31.2461163";"121.3872261";
"40119.6674438";"高度 (GPS)";"15.96977622611427";"m";"31.2461163";"121.3872261";
"40119.6674438";"平均GPS速度";"8.175237590907887";"km/h";"31.2461163";"121.3872261";
"40119.6674438";"速度 (GPS)";"15.768000411987305";"km/h";"31.2461163";"121.3872261";
"40120.6686876";"高度 (GPS)";"15.96977622611427";"m";"31.2460739";"121.3872146";
"40120.6686876";"高度 (GPS)";"16.098013127163327";"m";"31.2460739";"121.3872146";
"40120.6686876";"平均GPS速度";"8.305923833412928";"km/h";"31.2460739";"121.3872146";
"40120.6686876";"速度 (GPS)";"17.8560001373291";"km/h";"31.2460739";"121.3872146";
"40121.6703105";"高度 (GPS)";"16.098013127163327";"m";"31.2460236";"121.3871972";
"40121.6703105";"高度 (GPS)";"16.106807514359588";"m";"31.2460236";"121.3871972";
"40121.6703105";"高度 (GPS)";"16.108444114492343";"m";"31.2459722";"121.3871802";
"40121.6703105";"平均GPS速度";"8.468673561648293";"km/h";"31.2460236";"121.3871972";
"40121.6703105";"速度 (GPS)";"20.519999313354493";"km/h";"31.2460236";"121.3871972";
"40123.6641764";"高度 (GPS)";"16.108444114492343";"m";"31.2459196";"121.3871642";
"40123.6641764";"高度 (GPS)";"16.17095828678898";"m";"31.2459196";"121.3871642";
"40123.6641764";"平均GPS速度";"8.825653774902062";"km/h";"31.2459196";"121.3871642";
"40123.6641764";"速度 (GPS)";"22.284000205993653";"km/h";"31.2459196";"121.3871642";
"40124.6703135";"高度 (GPS)";"16.17095828678898";"m";"31.2458596";"121.3871464";
"40124.6703135";"高度 (GPS)";"16.4737906403343";"m";"31.2458596";"121.3871464";
"40124.6703135";"平均GPS速度";"9.022044841692162";"km/h";"31.2458596";"121.3871464";
"40124.6703135";"速度 (GPS)";"24.084000205993654";"km/h";"31.2458596";"121.3871464";
"40125.6668543";"高度 (GPS)";"16.4737906403343";"m";"31.2457984";"121.3871259";
"40125.6668543";"高度 (GPS)";"16.580710319181456";"m";"31.2457984";"121.3871259";
"40125.6668543";"高度 (GPS)";"16.665892296024303";"m";"31.2457399";"121.3871118";
"40125.6668543";"平均GPS速度";"9.216174915140305";"km/h";"31.2457984";"121.3871259";
"40125.6668543";"速度 (GPS)";"24.4439998626709";"km/h";"31.2457984";"121.3871259";
"40127.6718291";"高度 (GPS)";"16.665892296024303";"m";"31.2456817";"121.3870988";
"40127.6718291";"高度 (GPS)";"16.709015688478324";"m";"31.2456817";"121.3870988";
"40127.6718291";"平均GPS速度";"9.594088144998878";"km/h";"31.2456817";"121.3870988";
"40127.6718291";"速度 (GPS)";"24.515999794006348";"km/h";"31.2456817";"121.3870988";
"40128.6660727";"高度 (GPS)";"16.709015688478324";"m";"31.2456259";"121.3870835";
"40128.6660727";"高度 (GPS)";"16.730400102799322";"m";"31.2456259";"121.3870835";
"40128.6660727";"高度 (GPS)";"16.783245419159265";"m";"31.2455721";"121.3870691";
"40128.6660727";"平均GPS速度";"9.751562213085753";"km/h";"31.2456259";"121.3870835";
"40128.6660727";"速度 (GPS)";"22.60800075531006";"km/h";"31.2456259";"121.3870835";
"40130.6709518";"高度 (GPS)";"16.783245419159265";"m";"31.2455079";"121.3870421";
"40130.6709518";"高度 (GPS)";"16.751262997284265";"m";"31.2455079";"121.3870421";
"40130.6709518";"平均GPS速度";"10.123818922635436";"km/h";"31.2455079";"121.3870421";
"40130.6709518";"速度 (GPS)";"25.38000068664551";"km/h";"31.2455079";"121.3870421";
"40131.6657894";"高度 (GPS)";"16.751262997284265";"m";"31.245457";"121.3870213";
"40131.6657894";"高度 (GPS)";"16.783245419159265";"m";"31.245457";"121.3870213";
"40131.6657894";"高度 (GPS)";"16.90968072754451";"m";"31.2454071";"121.3870007";
"40131.6657894";"平均GPS速度";"10.249885139959503";"km/h";"31.245457";"121.3870213";
"40131.6657894";"速度 (GPS)";"20.91599979400635";"km/h";"31.245457";"121.3870213";
"40133.6652507";"高度 (GPS)";"16.90968072754451";"m";"31.2453532";"121.3869841";
"40133.6652507";"高度 (GPS)";"16.762216037149962";"m";"31.2453532";"121.3869841";
"40133.6652507";"平均GPS速度";"10.495378667876109";"km/h";"31.2453532";"121.3869841";
"40133.6652507";"速度 (GPS)";"20.952000617980957";"km/h";"31.2453532";"121.3869841";
"40134.6664766";"高度 (GPS)";"16.762216037149962";"m";"31.245306";"121.3869661";
"40134.6664766";"高度 (GPS)";"16.783245419159265";"m";"31.245306";"121.3869661";
"40134.6664766";"平均GPS速度";"10.59572875813938";"km/h";"31.245306";"121.3869661";
"40134.6664766";"速度 (GPS)";"19.331999588012696";"km/h";"31.245306";"121.3869661";
"40135.6739157";"高度 (GPS)";"16.783245419159265";"m";"31.2452724";"121.3869534";
"40135.6739157";"高度 (GPS)";"16.75142952533112";"m";"31.2452724";"121.3869534";
"40135.6739157";"平均GPS速度";"10.628133007627993";"km/h";"31.2452724";"121.3869534";
"40135.6739157";"速度 (GPS)";"13.464000034332276";"km/h";"31.2452724";"121.3869534";
"40136.6703364";"高度 (GPS)";"16.75142952533112";"m";"31.2452407";"121.3869571";
"40136.6703364";"高度 (GPS)";"16.776962897068437";"m";"31.2452407";"121.3869571";
"40136.6703364";"高度 (GPS)";"16.62347856292294";"m";"31.2452143";"121.3869566";
"40136.6703364";"平均GPS速度";"10.632419101030399";"km/h";"31.2452407";"121.3869571";
"40136.6703364";"速度 (GPS)";"11.015999794006348";"km/h";"31.2452407";"121.3869571";
"40138.6685098";"高度 (GPS)";"16.62347856292294";"m";"31.2451928";"121.3869956";
"40138.6685098";"高度 (GPS)";"16.638226802742764";"m";"31.2451928";"121.3869956";
"40138.6685098";"高度 (GPS)";"16.505605625361675";"m";"31.2451793";"121.3870359";
"40138.6685098";"高度 (GPS)";"16.505605625361675";"m";"31.2451677";"121.3870803";
"40138.6685098";"高度 (GPS)";"16.605890139974974";"m";"31.2451681";"121.3871569";
"40138.6685098";"平均GPS速度";"10.690684908227844";"km/h";"31.2451928";"121.3869956";
"40138.6685098";"速度 (GPS)";"13.320000171661377";"km/h";"31.2451928";"121.3869956";
"40142.666116";"高度 (GPS)";"16.605890139974974";"m";"31.2451702";"121.3872275";
"40142.666116";"高度 (GPS)";"16.558971955772662";"m";"31.2451702";"121.3872275";
"40142.666116";"平均GPS速度";"11.159149404102811";"km/h";"31.2451702";"121.3872275";
"40142.666116";"速度 (GPS)";"21.959999656677248";"km/h";"31.2451702";"121.3872275";
"40143.6665663";"高度 (GPS)";"16.558971955772662";"m";"31.2451811";"121.3873017";
"40143.6665663";"高度 (GPS)";"16.685406978524014";"m";"31.2451811";"121.3873017";
"40143.6665663";"平均GPS速度";"11.274805910173953";"km/h";"31.2451811";"121.3873017";
"40143.6665663";"速度 (GPS)";"22.39199924468994";"km/h";"31.2451811";"121.3873017";
"40144.669724";"高度 (GPS)";"16.685406978524014";"m";"31.2451829";"121.3873611";
"40144.669724";"高度 (GPS)";"16.59114157853149";"m";"31.2451829";"121.3873611";
"40144.669724";"平均GPS速度";"11.35750724102495";"km/h";"31.2451829";"121.3873611";
"40144.669724";"速度 (GPS)";"19.368000411987307";"km/h";"31.2451829";"121.3873611";
"40145.6701941";"高度 (GPS)";"16.59114157853149";"m";"31.245189";"121.387414";
"40145.6701941";"高度 (GPS)";"16.665892296024303";"m";"31.245189";"121.387414";
"40145.6701941";"平均GPS速度";"11.416166473981392";"km/h";"31.245189";"121.387414";
"40145.6701941";"速度 (GPS)";"17.17199993133545";"km/h";"31.245189";"121.387414";
"40146.6822818";"高度 (GPS)";"16.665892296024303";"m";"31.2451784";"121.3874603";
"40146.6822818";"高度 (GPS)";"16.687276523591727";"m";"31.2451784";"121.3874603";
"40146.6822818";"平均GPS速度";"11.454675589843355";"km/h";"31.2451784";"121.3874603";
"40146.6822818";"速度 (GPS)";"15.228000068664551";"km/h";"31.2451784";"121.3874603";
"40147.6667483";"高度 (GPS)";"16.687276523591727";"m";"31.2451644";"121.3874936";
"40147.6667483";"高度 (GPS)";"16.676678382455137";"m";"31.2451644";"121.3874936";
"40147.6667483";"平均GPS速度";"11.47598017190676";"km/h";"31.2451644";"121.3874936";
"40147.6667483";"速度 (GPS)";"13.6439998626709";"km/h";"31.2451644";"121.3874936";
"40148.6665124";"高度 (GPS)";"16.676678382455137";"m";"31.2451424";"121.3875184";
"40148.6665124";"高度 (GPS)";"16.676678382455137";"m";"31.2451424";"121.3875184";
"40148.6665124";"平均GPS速度";"11.491559146143945";"km/h";"31.2451424";"121.3875184";
"40148.6665124";"速度 (GPS)";"13.068000411987304";"km/h";"31.2451424";"121.3875184";
"40149.668204";"高度 (GPS)";"16.676678382455137";"m";"31.2451194";"121.3875292";
"40149.668204";"高度 (GPS)";"16.654108120912255";"m";"31.2451194";"121.3875292";
"40149.668204";"平均GPS速度";"11.469814493922078";"km/h";"31.2451194";"121.3875292";
"40149.668204";"速度 (GPS)";"9.251999759674073";"km/h";"31.2451194";"121.3875292";
"40150.666184";"高度 (GPS)";"16.654108120912255";"m";"31.2451042";"121.3875324";
"40150.666184";"高度 (GPS)";"16.687276523591727";"m";"31.2451042";"121.3875324";
"40150.666184";"平均GPS速度";"11.414076017455427";"km/h";"31.2451042";"121.3875324";
"40150.666184";"速度 (GPS)";"5.652000188827515";"km/h";"31.2451042";"121.3875324";
"40151.6705508";"高度 (GPS)";"16.687276523591727";"m";"31.2450936";"121.3875334";
"40151.6705508";"高度 (GPS)";"16.354097523496556";"m";"31.2450936";"121.3875334";
"40151.6705508";"平均GPS速度";"11.336014283621298";"km/h";"31.2450936";"121.3875334";
"40151.6705508";"速度 (GPS)";"3.2399999141693114";"km/h";"31.2450936";"121.3875334";
"40152.667551";"高度 (GPS)";"16.354097523496556";"m";"31.2450831";"121.3875336";
"40152.667551";"高度 (GPS)";"16.485695982839466";"m";"31.2450831";"121.3875336";
"40152.667551";"平均GPS速度";"11.25694267821123";"km/h";"31.2450831";"121.3875336";
"40152.667551";"速度 (GPS)";"2.916000008583069";"km/h";"31.2450831";"121.3875336";
"40153.6660921";"高度 (GPS)";"16.485695982839466";"m";"31.2450714";"121.3875325";
"40153.6660921";"高度 (GPS)";"16.276070223479664";"m";"31.2450714";"121.3875325";
"40153.6660921";"平均GPS速度";"11.185598118855694";"km/h";"31.2450714";"121.3875325";
"40153.6660921";"速度 (GPS)";"3.6";"km/h";"31.2450714";"121.3875325";
"40154.6668065";"高度 (GPS)";"16.276070223479664";"m";"31.2450538";"121.3875307";
"40154.6668065";"高度 (GPS)";"16.201692960729787";"m";"31.2450538";"121.3875307";
"40154.6668065";"平均GPS速度";"11.14272978563747";"km/h";"31.2450538";"121.3875307";
"40154.6668065";"速度 (GPS)";"6.552000188827515";"km/h";"31.2450538";"121.3875307";
"40155.6723002";"高度 (GPS)";"16.201692960729787";"m";"31.2450327";"121.3875275";
"40155.6723002";"高度 (GPS)";"16.29324151798601";"m";"31.2450327";"121.3875275";
"40155.6723002";"平均GPS速度";"11.1084058973511";"km/h";"31.2450327";"121.3875275";
"40155.6723002";"速度 (GPS)";"7.415999794006348";"km/h";"31.2450327";"121.3875275";
"40156.6654582";"高度 (GPS)";"16.29324151798601";"m";"31.2450037";"121.3875214";
"40156.6654582";"高度 (GPS)";"16.11939666480302";"m";"31.2450037";"121.3875214";
"40156.6654582";"平均GPS速度";"11.112765573726575";"km/h";"31.2450037";"121.3875214";
"40156.6654582";"速度 (GPS)";"11.592000102996826";"km/h";"31.2450037";"121.3875214";
"40157.6678816";"高度 (GPS)";"16.11939666480302";"m";"31.2449712";"121.3875145";
"40157.6678816";"高度 (GPS)";"16.3552545795189";"m";"31.2449712";"121.3875145";
"40157.6678816";"平均GPS速度";"11.125202454135964";"km/h";"31.2449712";"121.3875145";
"40157.6678816";"速度 (GPS)";"12.492000102996826";"km/h";"31.2449712";"121.3875145";
"40158.6661251";"高度 (GPS)";"16.3552545795189";"m";"31.2449344";"121.3875029";
"40158.6661251";"高度 (GPS)";"16.34474753926883";"m";"31.2449344";"121.3875029";
"40158.6661251";"平均GPS速度";"11.155628783096747";"km/h";"31.2449344";"121.3875029";
"40158.6661251";"速度 (GPS)";"14.5439998626709";"km/h";"31.2449344";"121.3875029";
"40159.6610276";"高度 (GPS)";"16.34474753926883";"m";"31.2448981";"121.3874898";
"40159.6610276";"高度 (GPS)";"16.12819105199928";"m";"31.2448981";"121.3874898";
"40159.6610276";"平均GPS速度";"11.180038416597082";"km/h";"31.2448981";"121.3874898";
"40159.6610276";"速度 (GPS)";"13.931999588012696";"km/h";"31.2448981";"121.3874898";
"40160.6610074";"高度 (GPS)";"16.12819105199928";"m";"31.2448665";"121.3874786";
"40160.6610074";"高度 (GPS)";"16.18030939715289";"m";"31.2448665";"121.3874786";
"40160.6610074";"平均GPS速度";"11.183331616704344";"km/h";"31.2448665";"121.3874786";
"40160.6610074";"速度 (GPS)";"11.556000137329102";"km/h";"31.2448665";"121.3874786";
"40161.6658348";"高度 (GPS)";"16.18030939715289";"m";"31.2448428";"121.3874698";
"40161.6658348";"高度 (GPS)";"16.108444114492343";"m";"31.2448428";"121.3874698";
"40161.6658348";"平均GPS速度";"11.161454957099435";"km/h";"31.2448428";"121.3874698";
"40161.6658348";"速度 (GPS)";"8.67600030899048";"km/h";"31.2448428";"121.3874698";
"40162.6693006";"高度 (GPS)";"16.108444114492343";"m";"31.2448238";"121.3874645";
"40162.6693006";"高度 (GPS)";"16.11939666480302";"m";"31.2448238";"121.3874645";
"40162.6693006";"平均GPS速度";"11.121948308831277";"km/h";"31.2448238";"121.3874645";
"40162.6693006";"速度 (GPS)";"6.58800015449524";"km/h";"31.2448238";"121.3874645";
"40163.6645133";"高度 (GPS)";"16.11939666480302";"m";"31.2448054";"121.3874594";
"40163.6645133";"高度 (GPS)";"16.18030939715289";"m";"31.2448054";"121.3874594";
"40163.6645133";"平均GPS速度";"11.088635619268942";"km/h";"31.2448054";"121.3874594";
"40163.6645133";"速度 (GPS)";"7.2";"km/h";"31.2448054";"121.3874594";
"40164.6624627";"高度 (GPS)";"16.18030939715289";"m";"31.2447883";"121.3874479";
"40164.6624627";"高度 (GPS)";"16.095854991280355";"m";"31.2447883";"121.3874479";
"40164.6624627";"平均GPS速度";"11.058530273076743";"km/h";"31.2447883";"121.3874479";
"40164.6624627";"速度 (GPS)";"7.5239996910095215";"km/h";"31.2447883";"121.3874479";
"40165.6674423";"高度 (GPS)";"16.095854991280355";"m";"31.2447753";"121.3874294";
"40165.6674423";"高度 (GPS)";"16.08542402988691";"m";"31.2447753";"121.3874294";
"40165.6674423";"平均GPS速度";"11.027811404941218";"km/h";"31.2447753";"121.3874294";
"40165.6674423";"速度 (GPS)";"7.415999794006348";"km/h";"31.2447753";"121.3874294";
"40166.664638";"高度 (GPS)";"16.08542402988691";"m";"31.2447654";"121.3873958";
"40166.664638";"高度 (GPS)";"16.137542429505572";"m";"31.2447654";"121.3873958";
"40166.664638";"平均GPS速度";"11.028310882504943";"km/h";"31.2447654";"121.3873958";
"40166.664638";"速度 (GPS)";"11.087999725341797";"km/h";"31.2447654";"121.3873958";
"40167.6666404";"高度 (GPS)";"16.137542429505572";"m";"31.2447641";"121.3873477";
"40167.6666404";"高度 (GPS)";"16.065677146845026";"m";"31.2447641";"121.3873477";
"40167.6666404";"平均GPS速度";"11.062743134140998";"km/h";"31.2447641";"121.3873477";
"40167.6666404";"速度 (GPS)";"15.191999244689942";"km/h";"31.2447641";"121.3873477";
"40168.6673122";"高度 (GPS)";"16.065677146845026";"m";"31.244772";"121.3872839";
"40168.6673122";"高度 (GPS)";"16.000211616531452";"m";"31.244772";"121.3872839";
"40168.6673122";"平均GPS速度";"11.121040684631192";"km/h";"31.244772";"121.3872839";
"40168.6673122";"速度 (GPS)";"18.18000068664551";"km/h";"31.244772";"121.3872839";
"40169.6712444";"高度 (GPS)";"16.000211616531452";"m";"31.2447832";"121.3872231";
"40169.6712444";"高度 (GPS)";"16.137542429505572";"m";"31.2447832";"121.3872231";
"40169.6712444";"平均GPS速度";"11.202050462781648";"km/h";"31.2447832";"121.3872231";
"40169.6712444";"速度 (GPS)";"21.059999656677245";"km/h";"31.2447832";"121.3872231";
"40170.668231";"高度 (GPS)";"16.137542429505572";"m";"31.2448012";"121.3871523";
"40170.668231";"高度 (GPS)";"16.011164112377074";"m";"31.2448012";"121.3871523";
"40170.668231";"平均GPS速度";"11.31155457693955";"km/h";"31.2448012";"121.3871523";
"40170.668231";"速度 (GPS)";"24.840000343322753";"km/h";"31.2448012";"121.3871523";
"40171.6694969";"高度 (GPS)";"16.011164112377074";"m";"31.24482";"121.3870768";
"40171.6694969";"高度 (GPS)";"16.053931134489446";"m";"31.24482";"121.3870768";
"40171.6694969";"平均GPS速度";"11.439930498619388";"km/h";"31.24482";"121.3870768";
"40171.6694969";"速度 (GPS)";"27.359999656677246";"km/h";"31.24482";"121.3870768";
"40172.6654473";"高度 (GPS)";"16.053931134489446";"m";"31.2448386";"121.3869926";
"40172.6654473";"高度 (GPS)";"16.17095828678898";"m";"31.2448386";"121.3869926";
"40172.6654473";"平均GPS速度";"11.579813065225729";"km/h";"31.2448386";"121.3869926";
"40172.6654473";"速度 (GPS)";"29.160001373291017";"km/h";"31.2448386";"121.3869926";
"40173.6692894";"高度 (GPS)";"16.17095828678898";"m";"31.244859";"121.38691";
"40173.6692894";"高度 (GPS)";"16.297453973799193";"m";"31.244859";"121.38691";
"40173.6692894";"平均GPS速度";"11.718586855699648";"km/h";"31.244859";"121.38691";
"40173.6692894";"速度 (GPS)";"29.160001373291017";"km/h";"31.244859";"121.38691";
"40174.6647849";"高度 (GPS)";"16.297453973799193";"m";"31.2448776";"121.3868265";
"40174.6647849";"高度 (GPS)";"16.232795642604763";"m";"31.2448776";"121.3868265";
"40174.6647849";"平均GPS速度";"11.857416689779148";"km/h";"31.2448776";"121.3868265";
"40174.6647849";"速度 (GPS)";"29.59200096130371";"km/h";"31.2448776";"121.3868265";
"40175.6691846";"高度 (GPS)";"16.232795642604763";"m";"31.2448949";"121.3867394";
"40175.6691846";"高度 (GPS)";"16.40781884309662";"m";"31.2448949";"121.3867394";
"40175.6691846";"平均GPS速度";"12.001475910861634";"km/h";"31.2448949";"121.3867394";
"40175.6691846";"速度 (GPS)";"30.383998489379884";"km/h";"31.2448949";"121.3867394";
"40176.6640964";"高度 (GPS)";"16.40781884309662";"m";"31.2449145";"121.3866544";
"40176.6640964";"高度 (GPS)";"16.35577760698495";"m";"31.2449145";"121.3866544";
"40176.6640964";"平均GPS速度";"12.138956104769461";"km/h";"31.2449145";"121.3866544";
"40176.6640964";"速度 (GPS)";"29.987999725341798";"km/h";"31.2449145";"121.3866544";
"40177.6653148";"高度 (GPS)";"16.35577760698495";"m";"31.244937";"121.3865738";
"40177.6653148";"高度 (GPS)";"16.419931406333525";"m";"31.244937";"121.3865738";
"40177.6653148";"平均GPS速度";"12.269431849473099";"km/h";"31.244937";"121.3865738";
"40177.6653148";"速度 (GPS)";"29.231999588012695";"km/h";"31.244937";"121.3865738";
"40178.6659625";"高度 (GPS)";"16.419931406333525";"m";"31.2449565";"121.3864951";
"40178.6659625";"高度 (GPS)";"16.61950551287567";"m";"31.2449565";"121.3864951";
"40178.6659625";"平均GPS速度";"12.385865612328693";"km/h";"31.2449565";"121.3864951";
"40178.6659625";"速度 (GPS)";"27.647999382019044";"km/h";"31.2449565";"121.3864951";
"40179.6665823";"高度 (GPS)";"16.61950551287567";"m";"31.2449747";"121.3864212";
"40179.6665823";"高度 (GPS)";"16.68366010985251";"m";"31.2449747";"121.3864212";
"40179.6665823";"平均GPS速度";"12.490267254898612";"km/h";"31.2449747";"121.3864212";
"40179.6665823";"速度 (GPS)";"26.280000686645508";"km/h";"31.2449747";"121.3864212";
"40180.6657455";"高度 (GPS)";"16.68366010985251";"m";"31.2449962";"121.3863456";
"40180.6657455";"高度 (GPS)";"16.71547679482476";"m";"31.2449962";"121.3863456";
"40180.6657455";"平均GPS速度";"12.598595506915409";"km/h";"31.2449962";"121.3863456";
"40180.6657455";"速度 (GPS)";"27.03600082397461";"km/h";"31.2449962";"121.3863456";
"40181.6672546";"高度 (GPS)";"16.71547679482476";"m";"31.2450143";"121.386262";
"40181.6672546";"高度 (GPS)";"16.841975189797232";"m";"31.2450143";"121.386262";
"40181.6672546";"平均GPS速度";"12.722903528472285";"km/h";"31.2450143";"121.386262";
"40181.6672546";"速度 (GPS)";"29.375999450683594";"km/h";"31.2450143";"121.386262";
"40182.6725165";"高度 (GPS)";"16.841975189797232";"m";"31.2450312";"121.3861751";
"40182.6725165";"高度 (GPS)";"16.9032383326131";"m";"31.2450312";"121.3861751";
"40182.6725165";"平均GPS速度";"12.852751532816642";"km/h";"31.2450312";"121.3861751";
"40182.6725165";"速度 (GPS)";"30.312000274658203";"km/h";"31.2450312";"121.3861751";
"40183.6690932";"高度 (GPS)";"16.9032383326131";"m";"31.2450517";"121.3860878";
"40183.6690932";"高度 (GPS)";"16.834993512055405";"m";"31.2450517";"121.3860878";
"40183.6690932";"平均GPS速度";"12.984045333372917";"km/h";"31.2450517";"121.3860878";
"40183.6690932";"速度 (GPS)";"30.924000549316407";"km/h";"31.2450517";"121.3860878";
"40184.6682686";"高度 (GPS)";"16.834993512055405";"m";"31.245071";"121.3859986";
"40184.6682686";"高度 (GPS)";"16.846022152930864";"m";"31.245071";"121.3859986";
"40184.6682686";"平均GPS速度";"13.11638243067359";"km/h";"31.245071";"121.3859986";
"40184.6682686";"速度 (GPS)";"31.283998489379883";"km/h";"31.245071";"121.3859986";
"40185.6733959";"高度 (GPS)";"16.846022152930864";"m";"31.2450906";"121.385911";
"40185.6733959";"高度 (GPS)";"17.109032678139776";"m";"31.2450906";"121.385911";
"40185.6733959";"平均GPS速度";"13.242651342941599";"km/h";"31.2450906";"121.385911";
"40185.6733959";"速度 (GPS)";"30.6";"km/h";"31.2450906";"121.385911";
"40186.6674342";"高度 (GPS)";"17.109032678139776";"m";"31.2451083";"121.3858265";
"40186.6674342";"高度 (GPS)";"17.078508288246717";"m";"31.2451083";"121.3858265";
