"SECONDS";"PID";"VALUE";"UNITS";
"46408.3873839";"已用油量（总计）";"0.45983700000000005";"L";
"46408.3873839";"MAF空气流量";"4.22";"g/sec";
"46408.3873839";"Power from MAF";"5.063999999999999";"hp";
"46408.5796811";"节气门位置";"19.215686274509803";"%";
"46408.5796811";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46408.5796811";"指令空燃比";"14.63156736";"";
"46408.6874103";"车辆加速";"0";"g";
"46408.6874103";"车速";"0";"km/h";
"46408.6874103";"发动机转速";"533";"rpm";
"46408.6874103";"发动机转速 x1000";"0.5";"rpm";
"46408.6874103";"计算的瞬时燃油率";"1.4695192479374746";"L/h";
"46408.6874103";"平均速度";"12.549176903396106";"km/h";
"46408.6874103";"平均油耗";"22.978142757338045";"L/100km";
"46408.6874103";"平均油耗 (今天)";"21.593823765216197";"L/100km";
"46408.6874103";"平均油耗 (周)";"24.646598661144637";"L/100km";
"46408.6874103";"平均油耗 10 sec";"19.41562560144889";"L/100km";
"46408.6874103";"平均油耗（总计）";"24.646598661144637";"L/100km";
"46408.6874103";"燃料花费";"0.06414195650395907";"$";
"46408.6874103";"燃料花费 (今天)";"0.06828004";"$";
"46408.6874103";"燃料花费 (周)";"0.46455959999999996";"$";
"46408.6874103";"燃料花费（总计）";"0.46455959999999996";"$";
"46408.6874103";"瞬时引擎功率(根据燃油消耗)";"5.749050118715709";"hp";
"46408.6874103";"行驶距离";"0.27637955033333317";"km";
"46408.6874103";"行驶距离 (今天)";"0.313071";"km";
"46408.6874103";"行驶距离 (周)";"1.866221";"km";
"46408.6874103";"行驶距离（总计）";"1.866221";"km";
"46408.6874103";"已用油量";"0.06350688762768225";"L";
"46408.6874103";"已用油量 (今天)";"0.067604";"L";
"46408.6874103";"已用油量 (周)";"0.45996000000000004";"L";
"46408.6874103";"已用油量（总计）";"0.45996000000000004";"L";
"46408.6874103";"MAF空气流量";"4.36";"g/sec";
"46408.6874103";"Power from MAF";"5.232";"hp";
"46408.8666675";"节气门位置";"19.215686274509803";"%";
"46408.8666675";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46408.8666675";"指令空燃比";"14.63156736";"";
"46408.9748103";"车辆加速";"0";"g";
"46408.9748103";"车速";"0";"km/h";
"46408.9748103";"发动机转速";"537";"rpm";
"46408.9748103";"发动机转速 x1000";"0.5";"rpm";
"46408.9748103";"计算的瞬时燃油率";"1.4594078769654277";"L/h";
"46408.9748103";"平均速度";"12.505609410327764";"km/h";
"46408.9748103";"平均油耗";"23.022108457777044";"L/100km";
"46408.9748103";"平均油耗 (今天)";"21.632792561431753";"L/100km";
"46408.9748103";"平均油耗 (周)";"24.653135936204773";"L/100km";
"46408.9748103";"平均油耗 10 sec";"19.432557445844797";"L/100km";
"46408.9748103";"平均油耗（总计）";"24.653135936204773";"L/100km";
"46408.9748103";"燃料花费";"0.06426468383118501";"$";
"46408.9748103";"燃料花费 (今天)";"0.06840326";"$";
"46408.9748103";"燃料花费 (周)";"0.46468281999999994";"$";
"46408.9748103";"燃料花费（总计）";"0.46468281999999994";"$";
"46408.9748103";"瞬时引擎功率(根据燃油消耗)";"5.709492434412619";"hp";
"46408.9748103";"行驶距离";"0.27637955033333317";"km";
"46408.9748103";"行驶距离 (今天)";"0.313071";"km";
"46408.9748103";"行驶距离 (周)";"1.866221";"km";
"46408.9748103";"行驶距离（总计）";"1.866221";"km";
"46408.9748103";"已用油量";"0.06362839983285645";"L";
"46408.9748103";"已用油量 (今天)";"0.067726";"L";
"46408.9748103";"已用油量 (周)";"0.46008200000000005";"L";
"46408.9748103";"已用油量（总计）";"0.46008200000000005";"L";
"46408.9748103";"MAF空气流量";"4.33";"g/sec";
"46408.9748103";"Power from MAF";"5.196";"hp";
"46409.1438794";"节气门位置";"19.215686274509803";"%";
"46409.1438794";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46409.1438794";"指令空燃比";"14.63156736";"";
"46409.3145809";"车辆加速";"0";"g";
"46409.3145809";"车速";"0";"km/h";
"46409.3145809";"发动机转速";"539";"rpm";
"46409.3145809";"发动机转速 x1000";"0.5";"rpm";
"46409.3145809";"计算的瞬时燃油率";"1.483001075900204";"L/h";
"46409.3145809";"平均速度";"12.451770924666606";"km/h";
"46409.3145809";"平均油耗";"23.07338333529658";"L/100km";
"46409.3145809";"平均油耗 (今天)";"21.678149684895757";"L/100km";
"46409.3145809";"平均油耗 (周)";"24.660744895700994";"L/100km";
"46409.3145809";"平均油耗 10 sec";"19.449570650935694";"L/100km";
"46409.3145809";"平均油耗（总计）";"24.660744895700994";"L/100km";
"46409.3145809";"燃料花费";"0.0644078142398667";"$";
"46409.3145809";"燃料花费 (今天)";"0.06854668";"$";
"46409.3145809";"燃料花费 (周)";"0.46482623999999995";"$";
"46409.3145809";"燃料花费（总计）";"0.46482623999999995";"$";
"46409.3145809";"瞬时引擎功率(根据燃油消耗)";"5.801793697786496";"hp";
"46409.3145809";"行驶距离";"0.27637955033333317";"km";
"46409.3145809";"行驶距离 (今天)";"0.313071";"km";
"46409.3145809";"行驶距离 (周)";"1.866221";"km";
"46409.3145809";"行驶距离（总计）";"1.866221";"km";
"46409.3145809";"已用油量";"0.06377011310877892";"L";
"46409.3145809";"已用油量 (今天)";"0.067868";"L";
"46409.3145809";"已用油量 (周)";"0.460224";"L";
"46409.3145809";"已用油量（总计）";"0.460224";"L";
"46409.3145809";"MAF空气流量";"4.4";"g/sec";
"46409.3145809";"Power from MAF";"5.28";"hp";
"46409.5874759";"节气门位置";"18.823529411764707";"%";
"46409.5874759";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46409.5874759";"指令空燃比";"14.63156736";"";
"46409.6964162";"车辆加速";"0";"g";
"46409.6964162";"车速";"0";"km/h";
"46409.6964162";"发动机转速";"546";"rpm";
"46409.6964162";"发动机转速 x1000";"0.5";"rpm";
"46409.6964162";"计算的瞬时燃油率";"1.3684055382170062";"L/h";
"46409.6964162";"平均速度";"12.392711055570174";"km/h";
"46409.6964162";"平均油耗";"23.12549835243706";"L/100km";
"46409.6964162";"平均油耗 (今天)";"21.72414564108461";"L/100km";
"46409.6964162";"平均油耗 (周)";"24.668461023640827";"L/100km";
"46409.6964162";"平均油耗 10 sec";"19.46666798908221";"L/100km";
"46409.6964162";"平均油耗（总计）";"24.668461023640827";"L/100km";
"46409.6964162";"燃料花费";"0.064553289842396";"$";
"46409.6964162";"燃料花费 (今天)";"0.06869212000000001";"$";
"46409.6964162";"燃料花费 (周)";"0.46497168";"$";
"46409.6964162";"燃料花费（总计）";"0.46497168";"$";
"46409.6964162";"瞬时引擎功率(根据燃油消耗)";"5.353473275684811";"hp";
"46409.6964162";"行驶距离";"0.27637955033333317";"km";
"46409.6964162";"行驶距离 (今天)";"0.313071";"km";
"46409.6964162";"行驶距离 (周)";"1.866221";"km";
"46409.6964162";"行驶距离（总计）";"1.866221";"km";
"46409.6964162";"已用油量";"0.06391414835880792";"L";
"46409.6964162";"已用油量 (今天)";"0.068012";"L";
"46409.6964162";"已用油量 (周)";"0.46036800000000005";"L";
"46409.6964162";"已用油量（总计）";"0.46036800000000005";"L";
"46409.6964162";"MAF空气流量";"4.0600000000000005";"g/sec";
"46409.6964162";"Power from MAF";"4.872000000000001";"hp";
"46409.8747023";"节气门位置";"18.823529411764707";"%";
"46409.8747023";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46409.8747023";"指令空燃比";"14.63156736";"";
"46409.9819564";"车辆加速";"0";"g";
"46409.9819564";"车速";"0";"km/h";
"46409.9819564";"发动机转速";"534";"rpm";
"46409.9819564";"发动机转速 x1000";"0.5";"rpm";
"46409.9819564";"计算的瞬时燃油率";"1.3245895973381365";"L/h";
"46409.9819564";"平均速度";"12.347786959687285";"km/h";
"46409.9819564";"平均油耗";"23.164101326038374";"L/100km";
"46409.9819564";"平均油耗 (今天)";"21.758323191863827";"L/100km";
"46409.9819564";"平均油耗 (周)";"24.674194535373893";"L/100km";
"46409.9819564";"平均油耗 10 sec";"19.483785736012564";"L/100km";
"46409.9819564";"平均油耗（总计）";"24.674194535373893";"L/100km";
"46409.9819564";"燃料花费";"0.06466104747449915";"$";
"46409.9819564";"燃料花费 (今天)";"0.06880019";"$";
"46409.9819564";"燃料花费 (周)";"0.46507974999999996";"$";
"46409.9819564";"燃料花费（总计）";"0.46507974999999996";"$";
"46409.9819564";"瞬时引擎功率(根据燃油消耗)";"5.182056643704756";"hp";
"46409.9819564";"行驶距离";"0.27637955033333317";"km";
"46409.9819564";"行驶距离 (今天)";"0.313071";"km";
"46409.9819564";"行驶距离 (周)";"1.866221";"km";
"46409.9819564";"行驶距离（总计）";"1.866221";"km";
"46409.9819564";"已用油量";"0.06402083908366252";"L";
"46409.9819564";"已用油量 (今天)";"0.068119";"L";
"46409.9819564";"已用油量 (周)";"0.460475";"L";
"46409.9819564";"已用油量（总计）";"0.460475";"L";
"46409.9819564";"MAF空气流量";"3.93";"g/sec";
"46409.9819564";"Power from MAF";"4.716";"hp";
"46410.1747319";"节气门位置";"19.215686274509803";"%";
"46410.1747319";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46410.1747319";"指令空燃比";"14.63156736";"";
"46410.2836277";"车辆加速";"0";"g";
"46410.2836277";"车速";"0";"km/h";
"46410.2836277";"发动机转速";"531";"rpm";
"46410.2836277";"发动机转速 x1000";"0.5";"rpm";
"46410.2836277";"计算的瞬时燃油率";"1.3886282801610998";"L/h";
"46410.2836277";"平均速度";"12.30101846119733";"km/h";
"46410.2836277";"平均油耗";"23.20390874041841";"L/100km";
"46410.2836277";"平均油耗 (今天)";"21.79345899173031";"L/100km";
"46410.2836277";"平均油耗 (周)";"24.680088799772378";"L/100km";
"46410.2836277";"平均油耗 10 sec";"19.500929159996";"L/100km";
"46410.2836277";"平均油耗（总计）";"24.680088799772378";"L/100km";
"46410.2836277";"燃料花费";"0.06477216722289064";"$";
"46410.2836277";"燃料花费 (今天)";"0.06891129";"$";
"46410.2836277";"燃料花费 (周)";"0.46519085";"$";
"46410.2836277";"燃料花费（总计）";"0.46519085";"$";
"46410.2836277";"瞬时引擎功率(根据燃油消耗)";"5.43258864429099";"hp";
"46410.2836277";"行驶距离";"0.27637955033333317";"km";
"46410.2836277";"行驶距离 (今天)";"0.313071";"km";
"46410.2836277";"行驶距离 (周)";"1.866221";"km";
"46410.2836277";"行驶距离（总计）";"1.866221";"km";
"46410.2836277";"已用油量";"0.06413085863652539";"L";
"46410.2836277";"已用油量 (今天)";"0.068229";"L";
"46410.2836277";"已用油量 (周)";"0.460585";"L";
"46410.2836277";"已用油量（总计）";"0.460585";"L";
"46410.2836277";"MAF空气流量";"4.12";"g/sec";
"46410.2836277";"Power from MAF";"4.944";"hp";
"46410.4628032";"节气门位置";"18.823529411764707";"%";
"46410.4628032";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46410.4628032";"指令空燃比";"14.63156736";"";
"46410.6354514";"车辆加速";"0";"g";
"46410.6354514";"车速";"0";"km/h";
"46410.6354514";"发动机转速";"537";"rpm";
"46410.6354514";"发动机转速 x1000";"0.5";"rpm";
"46410.6354514";"计算的瞬时燃油率";"1.354923710254277";"L/h";
"46410.6354514";"平均速度";"12.249030369387253";"km/h";
"46410.6354514";"平均油耗";"23.251199054929746";"L/100km";
"46410.6354514";"平均油耗 (今天)";"21.83530253520767";"L/100km";
"46410.6354514";"平均油耗 (周)";"24.687108332828753";"L/100km";
"46410.6354514";"平均油耗 10 sec";"19.518132232908542";"L/100km";
"46410.6354514";"平均油耗（总计）";"24.687108332828753";"L/100km";
"46410.6354514";"燃料花费";"0.06490417498907428";"$";
"46410.6354514";"燃料花费 (今天)";"0.06904360000000001";"$";
"46410.6354514";"燃料花费 (周)";"0.46532315999999996";"$";
"46410.6354514";"燃料花费（总计）";"0.46532315999999996";"$";
"46410.6354514";"瞬时引擎功率(根据燃油消耗)";"5.300729696614026";"hp";
"46410.6354514";"行驶距离";"0.27637955033333317";"km";
"46410.6354514";"行驶距离 (今天)";"0.313071";"km";
"46410.6354514";"行驶距离 (周)";"1.866221";"km";
"46410.6354514";"行驶距离（总计）";"1.866221";"km";
"46410.6354514";"已用油量";"0.06426155939512304";"L";
"46410.6354514";"已用油量 (今天)";"0.06836";"L";
"46410.6354514";"已用油量 (周)";"0.460716";"L";
"46410.6354514";"已用油量（总计）";"0.460716";"L";
"46410.6354514";"MAF空气流量";"4.0200000000000005";"g/sec";
"46410.6354514";"Power from MAF";"4.824000000000001";"hp";
"46410.8988833";"节气门位置";"18.823529411764707";"%";
"46410.8988833";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46410.8988833";"指令空燃比";"14.63156736";"";
"46410.9945976";"车辆加速";"0";"g";
"46410.9945976";"车速";"0";"km/h";
"46410.9945976";"发动机转速";"536";"rpm";
"46410.9945976";"发动机转速 x1000";"0.5";"rpm";
"46410.9945976";"计算的瞬时燃油率";"1.3111077693754074";"L/h";
"46410.9945976";"平均速度";"12.194947437314216";"km/h";
"46410.9945976";"平均油耗";"23.298840747118756";"L/100km";
"46410.9945976";"平均油耗 (今天)";"21.87746549504745";"L/100km";
"46410.9945976";"平均油耗 (周)";"24.694181450106928";"L/100km";
"46410.9945976";"平均油耗 10 sec";"19.535395742105848";"L/100km";
"46410.9945976";"平均油耗（总计）";"24.694181450106928";"L/100km";
"46410.9945976";"燃料花费";"0.06503716360266389";"$";
"46410.9945976";"燃料花费 (今天)";"0.06917692";"$";
"46410.9945976";"燃料花费 (周)";"0.46545647999999995";"$";
"46410.9945976";"燃料花费（总计）";"0.46545647999999995";"$";
"46410.9945976";"瞬时引擎功率(根据燃油消耗)";"5.129313064633969";"hp";
"46410.9945976";"行驶距离";"0.27637955033333317";"km";
"46410.9945976";"行驶距离 (今天)";"0.313071";"km";
"46410.9945976";"行驶距离 (周)";"1.866221";"km";
"46410.9945976";"行驶距离（总计）";"1.866221";"km";
"46410.9945976";"已用油量";"0.06439323128976622";"L";
"46410.9945976";"已用油量 (今天)";"0.068492";"L";
"46410.9945976";"已用油量 (周)";"0.46084800000000004";"L";
"46410.9945976";"已用油量（总计）";"0.46084800000000004";"L";
"46410.9945976";"MAF空气流量";"3.89";"g/sec";
"46410.9945976";"Power from MAF";"4.668";"hp";
"46411.1952959";"节气门位置";"18.823529411764707";"%";
"46411.1952959";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46411.1952959";"指令空燃比";"14.63156736";"";
"46411.2918216";"车辆加速";"0";"g";
"46411.2918216";"车速";"0";"km/h";
"46411.2918216";"发动机转速";"538";"rpm";
"46411.2918216";"发动机转速 x1000";"0.5";"rpm";
"46411.2918216";"计算的瞬时燃油率";"1.3144782263660895";"L/h";
"46411.2918216";"平均速度";"12.150516159643212";"km/h";
"46411.2918216";"平均油耗";"23.34279150115924";"L/100km";
"46411.2918216";"平均油耗 (今天)";"21.91611487490058";"L/100km";
"46411.2918216";"平均油耗 (周)";"24.70066514094526";"L/100km";
"46411.2918216";"平均油耗 10 sec";"19.55270208646518";"L/100km";
"46411.2918216";"平均油耗（总计）";"24.70066514094526";"L/100km";
"46411.2918216";"燃料花费";"0.06515984920801293";"$";
"46411.2918216";"燃料花费 (今天)";"0.06929913";"$";
"46411.2918216";"燃料花费 (周)";"0.46557868999999996";"$";
"46411.2918216";"燃料花费（总计）";"0.46557868999999996";"$";
"46411.2918216";"瞬时引擎功率(根据燃油消耗)";"5.1424989594016655";"hp";
"46411.2918216";"行驶距离";"0.27637955033333317";"km";
"46411.2918216";"行驶距离 (今天)";"0.313071";"km";
"46411.2918216";"行驶距离 (周)";"1.866221";"km";
"46411.2918216";"行驶距离（总计）";"1.866221";"km";
"46411.2918216";"已用油量";"0.06451470218615142";"L";
"46411.2918216";"已用油量 (今天)";"0.068613";"L";
"46411.2918216";"已用油量 (周)";"0.460969";"L";
"46411.2918216";"已用油量（总计）";"0.460969";"L";
"46411.2918216";"MAF空气流量";"3.9";"g/sec";
"46411.2918216";"Power from MAF";"4.68";"hp";
"46411.4905064";"节气门位置";"18.823529411764707";"%";
"46411.4905064";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46411.4905064";"指令空燃比";"14.63156736";"";
"46411.5993307";"车辆加速";"0";"g";
"46411.5993307";"车速";"0";"km/h";
"46411.5993307";"发动机转速";"538";"rpm";
"46411.5993307";"发动机转速 x1000";"0.5";"rpm";
"46411.5993307";"计算的瞬时燃油率";"1.4796306189095212";"L/h";
"46411.5993307";"平均速度";"12.105382258774037";"km/h";
"46411.5993307";"平均油耗";"23.388917280079756";"L/100km";
"46411.5993307";"平均油耗 (今天)";"21.95668075292825";"L/100km";
"46411.5993307";"平均油耗 (周)";"24.70747033711442";"L/100km";
"46411.5993307";"平均油耗 10 sec";"19.570060526255293";"L/100km";
"46411.5993307";"平均油耗（总计）";"24.70747033711442";"L/100km";
"46411.5993307";"燃料花费";"0.06528860625058489";"$";
"46411.5993307";"燃料花费 (今天)";"0.0694274";"$";
"46411.5993307";"燃料花费 (周)";"0.46570696";"$";
"46411.5993307";"燃料花费（总计）";"0.46570696";"$";
"46411.5993307";"瞬时引擎功率(根据燃油消耗)";"5.788607803018797";"hp";
"46411.5993307";"行驶距离";"0.27637955033333317";"km";
"46411.5993307";"行驶距离 (今天)";"0.313071";"km";
"46411.5993307";"行驶距离 (周)";"1.866221";"km";
"46411.5993307";"行驶距离（总计）";"1.866221";"km";
"46411.5993307";"已用油量";"0.06464218440651968";"L";
"46411.5993307";"已用油量 (今天)";"0.06874";"L";
"46411.5993307";"已用油量 (周)";"0.46109600000000006";"L";
"46411.5993307";"已用油量（总计）";"0.46109600000000006";"L";
"46411.5993307";"MAF空气流量";"4.39";"g/sec";
"46411.5993307";"Power from MAF";"5.268";"hp";
"46411.8029";"节气门位置";"18.823529411764707";"%";
"46411.8029";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46411.8029";"指令空燃比";"14.63156736";"";
"46412.0069622";"车辆加速";"0";"g";
"46412.0069622";"车速";"0";"km/h";
"46412.0069622";"发动机转速";"537";"rpm";
"46412.0069622";"发动机转速 x1000";"0.5";"rpm";
"46412.0069622";"计算的瞬时燃油率";"1.3347009683101834";"L/h";
"46412.0069622";"平均速度";"12.0456984738077";"km/h";
"46412.0069622";"平均油耗";"23.43969346188921";"L/100km";
"46412.0069622";"平均油耗 (今天)";"22.001399043667412";"L/100km";
"46412.0069622";"平均油耗 (周)";"24.71497212816703";"L/100km";
"46412.0069622";"平均油耗 10 sec";"19.587491305244633";"L/100km";
"46412.0069622";"平均油耗（总计）";"24.71497212816703";"L/100km";
"46412.0069622";"燃料花费";"0.0654303445833759";"$";
"46412.0069622";"燃料花费 (今天)";"0.0695688";"$";
"46412.0069622";"燃料花费 (周)";"0.46584835999999996";"$";
"46412.0069622";"燃料花费（总计）";"0.46584835999999996";"$";
"46412.0069622";"瞬时引擎功率(根据燃油消耗)";"5.221614328007846";"hp";
"46412.0069622";"行驶距离";"0.27637955033333317";"km";
"46412.0069622";"行驶距离 (今天)";"0.313071";"km";
"46412.0069622";"行驶距离 (周)";"1.866221";"km";
"46412.0069622";"行驶距离（总计）";"1.866221";"km";
"46412.0069622";"已用油量";"0.0647825193894811";"L";
"46412.0069622";"已用油量 (今天)";"0.06888";"L";
"46412.0069622";"已用油量 (周)";"0.46123600000000003";"L";
"46412.0069622";"已用油量（总计）";"0.46123600000000003";"L";
"46412.0069622";"MAF空气流量";"3.96";"g/sec";
"46412.0069622";"Power from MAF";"4.752";"hp";
"46412.2198171";"节气门位置";"18.823529411764707";"%";
"46412.2198171";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46412.2198171";"指令空燃比";"14.63156736";"";
"46412.3157636";"车辆加速";"0";"g";
"46412.3157636";"车速";"0";"km/h";
"46412.3157636";"发动机转速";"523";"rpm";
"46412.3157636";"发动机转速 x1000";"0.5";"rpm";
"46412.3157636";"计算的瞬时燃油率";"1.3245895973381365";"L/h";
"46412.3157636";"平均速度";"12.001532146856507";"km/h";
"46412.3157636";"平均油耗";"23.4781076983927";"L/100km";
"46412.3157636";"平均油耗 (今天)";"22.03525717808421";"L/100km";
"46412.3157636";"平均油耗 (周)";"24.720652055678293";"L/100km";
"46412.3157636";"平均油耗 10 sec";"19.60493801552781";"L/100km";
"46412.3157636";"平均油耗（总计）";"24.720652055678293";"L/100km";
"46412.3157636";"燃料花费";"0.06553757536842936";"$";
"46412.3157636";"燃料花费 (今天)";"0.06967586";"$";
"46412.3157636";"燃料花费 (周)";"0.46595542";"$";
"46412.3157636";"燃料花费（总计）";"0.46595542";"$";
"46412.3157636";"瞬时引擎功率(根据燃油消耗)";"5.182056643704756";"hp";
"46412.3157636";"行驶距离";"0.27637955033333317";"km";
"46412.3157636";"行驶距离 (今天)";"0.313071";"km";
"46412.3157636";"行驶距离 (周)";"1.866221";"km";
"46412.3157636";"行驶距离（总计）";"1.866221";"km";
"46412.3157636";"已用油量";"0.06488868848359343";"L";
"46412.3157636";"已用油量 (今天)";"0.068986";"L";
"46412.3157636";"已用油量 (周)";"0.46134200000000003";"L";
"46412.3157636";"已用油量（总计）";"0.46134200000000003";"L";
"46412.3157636";"MAF空气流量";"3.93";"g/sec";
"46412.3157636";"Power from MAF";"4.716";"hp";
"46412.475213";"节气门位置";"18.823529411764707";"%";
"46412.475213";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46412.475213";"指令空燃比";"14.63156736";"";
"46412.5704389";"车辆加速";"0";"g";
"46412.5704389";"车速";"0";"km/h";
"46412.5704389";"发动机转速";"536";"rpm";
"46412.5704389";"发动机转速 x1000";"0.5";"rpm";
"46412.5704389";"计算的瞬时燃油率";"1.3212191403474542";"L/h";
"46412.5704389";"平均速度";"11.964561196062865";"km/h";
"46412.5704389";"平均油耗";"23.515291978557197";"L/100km";
"46412.5704389";"平均油耗 (今天)";"22.068157063413732";"L/100km";
"46412.5704389";"平均油耗 (周)";"24.72617123052415";"L/100km";
"46412.5704389";"平均油耗 10 sec";"19.62239495286276";"L/100km";
"46412.5704389";"平均油耗（总计）";"24.72617123052415";"L/100km";
"46412.5704389";"燃料花费";"0.06564137281220582";"$";
"46412.5704389";"燃料花费 (今天)";"0.06977989";"$";
"46412.5704389";"燃料花费 (周)";"0.46605945";"$";
"46412.5704389";"燃料花费（总计）";"0.46605945";"$";
"46412.5704389";"瞬时引擎功率(根据燃油消耗)";"5.168870748937058";"hp";
"46412.5704389";"行驶距离";"0.27637955033333317";"km";
"46412.5704389";"行驶距离 (今天)";"0.313071";"km";
"46412.5704389";"行驶距离 (周)";"1.866221";"km";
"46412.5704389";"行驶距离（总计）";"1.866221";"km";
"46412.5704389";"已用油量";"0.06499145822990675";"L";
"46412.5704389";"已用油量 (今天)";"0.069089";"L";
"46412.5704389";"已用油量 (周)";"0.46144500000000005";"L";
"46412.5704389";"已用油量（总计）";"0.46144500000000005";"L";
"46412.5704389";"MAF空气流量";"3.92";"g/sec";
"46412.5704389";"Power from MAF";"4.704";"hp";
"46412.7468663";"节气门位置";"18.823529411764707";"%";
"46412.7468663";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46412.7468663";"指令空燃比";"14.63156736";"";
"46412.8556849";"车辆加速";"0";"g";
"46412.8556849";"车速";"0";"km/h";
"46412.8556849";"发动机转速";"528";"rpm";
"46412.8556849";"发动机转速 x1000";"0.5";"rpm";
"46412.8556849";"计算的瞬时燃油率";"1.3245895973381365";"L/h";
"46412.8556849";"平均速度";"11.922381623433143";"km/h";
"46412.8556849";"平均油耗";"23.55363106369459";"L/100km";
"46412.8556849";"平均油耗 (今天)";"22.10201519783053";"L/100km";
"46412.8556849";"平均油耗 (周)";"24.731851158035415";"L/100km";
"46412.8556849";"平均油耗 10 sec";"19.639867113355347";"L/100km";
"46412.8556849";"平均油耗（总计）";"24.731851158035415";"L/100km";
"46412.8556849";"燃料花费";"0.0657483938172215";"$";
"46412.8556849";"燃料花费 (今天)";"0.06988695";"$";
"46412.8556849";"燃料花费 (周)";"0.46616651";"$";
"46412.8556849";"燃料花费（总计）";"0.46616651";"$";
"46412.8556849";"瞬时引擎功率(根据燃油消耗)";"5.182056643704756";"hp";
"46412.8556849";"行驶距离";"0.27637955033333317";"km";
"46412.8556849";"行驶距离 (今天)";"0.313071";"km";
"46412.8556849";"行驶距离 (周)";"1.866221";"km";
"46412.8556849";"行驶距离（总计）";"1.866221";"km";
"46412.8556849";"已用油量";"0.06509741962101138";"L";
"46412.8556849";"已用油量 (今天)";"0.069195";"L";
"46412.8556849";"已用油量 (周)";"0.46155100000000004";"L";
"46412.8556849";"已用油量（总计）";"0.46155100000000004";"L";
"46412.8556849";"MAF空气流量";"3.93";"g/sec";
"46412.8556849";"Power from MAF";"4.716";"hp";
"46413.0354778";"节气门位置";"18.431372549019606";"%";
"46413.0354778";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46413.0354778";"指令空燃比";"14.63156736";"";
"46413.1319157";"车辆加速";"0";"g";
"46413.1319157";"车速";"0";"km/h";
"46413.1319157";"发动机转速";"535";"rpm";
"46413.1319157";"发动机转速 x1000";"0.5";"rpm";
"46413.1319157";"计算的瞬时燃油率";"1.3414418822915477";"L/h";
"46413.1319157";"平均速度";"11.884654931807809";"km/h";
"46413.1319157";"平均油耗";"23.59060540377021";"L/100km";
"46413.1319157";"平均油耗 (今天)";"22.134595666797626";"L/100km";
"46413.1319157";"平均油耗 (周)";"24.73731674865946";"L/100km";
"46413.1319157";"平均油耗 10 sec";"19.657348256233288";"L/100km";
"46413.1319157";"平均油耗（总计）";"24.73731674865946";"L/100km";
"46413.1319157";"燃料花费";"0.0658516052272096";"$";
"46413.1319157";"燃料花费 (今天)";"0.06998997";"$";
"46413.1319157";"燃料花费 (周)";"0.46626953";"$";
"46413.1319157";"燃料花费（总计）";"0.46626953";"$";
"46413.1319157";"瞬时引擎功率(根据燃油消耗)";"5.247986117543238";"hp";
"46413.1319157";"行驶距离";"0.27637955033333317";"km";
"46413.1319157";"行驶距离 (今天)";"0.313071";"km";
"46413.1319157";"行驶距离 (周)";"1.866221";"km";
"46413.1319157";"行驶距离（总计）";"1.866221";"km";
"46413.1319157";"已用油量";"0.0651996091358511";"L";
"46413.1319157";"已用油量 (今天)";"0.069297";"L";
"46413.1319157";"已用油量 (周)";"0.46165300000000004";"L";
"46413.1319157";"已用油量（总计）";"0.46165300000000004";"L";
"46413.1319157";"MAF空气流量";"3.98";"g/sec";
"46413.1319157";"Power from MAF";"4.776";"hp";
"46413.4513742";"节气门位置";"18.823529411764707";"%";
"46413.4513742";"节油器（基于燃油系统状态和油门位置）";"1";"";
"46413.4513742";"指令空燃比";"14.63156736";"";
"46413.6438859";"车辆加速";"0";"g";
"46413.6438859";"车速";"0";"km/h";
"46413.6438859";"发动机转速";"534";"rpm";
"46413.6438859";"发动机转速 x1000";"0.5";"rpm";
"46413.6438859";"计算的瞬时燃油率";"1.381887366179735";"L/h";
"46413.6438859";"平均速度";"11.810946080437747";"km/h";
"46413.6438859";"平均油耗";"23.66032790755293";"L/100km";
"46413.6438859";"平均油耗 (今天)";"22.196243024745186";"L/100km";
"46413.6438859";"平均油耗 (周)";"24.747658503467704";"L/100km";
"46413.6438859";"平均油耗 10 sec";"19.674982527825005";"L/100km";
"46413.6438859";"平均油耗（总计）";"24.747658503467704";"L/100km";
"46413.6438859";"燃料花费";"0.0660462309570698";"$";
"46413.6438859";"燃料花费 (今天)";"0.0701849";"$";
"46413.6438859";"燃料花费 (周)";"0.46646445999999997";"$";
"46413.6438859";"燃料花费（总计）";"0.46646445999999997";"$";
"46413.6438859";"瞬时引擎功率(根据燃油消耗)";"5.406216854755597";"hp";
"46413.6438859";"行驶距离";"0.27637955033333317";"km";
